LOGIN_DATE	INT_DATE	DATE	DATE2	DAY	MONTH	MONTHNAME	YEAR
2663	38161	23-Jun-04	23-06-2004	23	6	June	2004
2664	38162	24-Jun-04	24-06-2004	24	6	June	2004
2665	38163	25-Jun-04	25-06-2004	25	6	June	2004
2666	38164	26-Jun-04	26-06-2004	26	6	June	2004
2667	38165	27-Jun-04	27-06-2004	27	6	June	2004
2668	38166	28-Jun-04	28-06-2004	28	6	June	2004
2669	38167	29-Jun-04	29-06-2004	29	6	June	2004
2670	38168	30-Jun-04	30-06-2004	30	6	June	2004
2681	38169	01-Jul-04	01-07-2004	1	7	July	2004
2682	38170	02-Jul-04	02-07-2004	2	7	July	2004
2683	38171	03-Jul-04	03-07-2004	3	7	July	2004
2684	38172	04-Jul-04	04-07-2004	4	7	July	2004
2685	38173	05-Jul-04	05-07-2004	5	7	July	2004
2686	38174	06-Jul-04	06-07-2004	6	7	July	2004
2687	38175	07-Jul-04	07-07-2004	7	7	July	2004
2688	38176	08-Jul-04	08-07-2004	8	7	July	2004
2689	38177	09-Jul-04	09-07-2004	9	7	July	2004
2690	38178	10-Jul-04	10-07-2004	10	7	July	2004
2691	38179	11-Jul-04	11-07-2004	11	7	July	2004
2692	38180	12-Jul-04	12-07-2004	12	7	July	2004
2693	38181	13-Jul-04	13-07-2004	13	7	July	2004
2694	38182	14-Jul-04	14-07-2004	14	7	July	2004
2695	38183	15-Jul-04	15-07-2004	15	7	July	2004
2696	38184	16-Jul-04	16-07-2004	16	7	July	2004
2697	38185	17-Jul-04	17-07-2004	17	7	July	2004
2698	38186	18-Jul-04	18-07-2004	18	7	July	2004
2699	38187	19-Jul-04	19-07-2004	19	7	July	2004
2700	38188	20-Jul-04	20-07-2004	20	7	July	2004
2701	38189	21-Jul-04	21-07-2004	21	7	July	2004
2702	38190	22-Jul-04	22-07-2004	22	7	July	2004
2703	38191	23-Jul-04	23-07-2004	23	7	July	2004
2704	38192	24-Jul-04	24-07-2004	24	7	July	2004
2705	38193	25-Jul-04	25-07-2004	25	7	July	2004
2706	38194	26-Jul-04	26-07-2004	26	7	July	2004
2707	38195	27-Jul-04	27-07-2004	27	7	July	2004
2708	38196	28-Jul-04	28-07-2004	28	7	July	2004
2709	38197	29-Jul-04	29-07-2004	29	7	July	2004
2710	38198	30-Jul-04	30-07-2004	30	7	July	2004
2711	38199	31-Jul-04	31-07-2004	31	7	July	2004
2721	38200	01-Aug-04	01-08-2004	1	8	August	2004
2722	38201	02-Aug-04	02-08-2004	2	8	August	2004
2723	38202	03-Aug-04	03-08-2004	3	8	August	2004
2724	38203	04-Aug-04	04-08-2004	4	8	August	2004
2725	38204	05-Aug-04	05-08-2004	5	8	August	2004
2726	38205	06-Aug-04	06-08-2004	6	8	August	2004
2727	38206	07-Aug-04	07-08-2004	7	8	August	2004
2728	38207	08-Aug-04	08-08-2004	8	8	August	2004
2729	38208	09-Aug-04	09-08-2004	9	8	August	2004
2730	38209	10-Aug-04	10-08-2004	10	8	August	2004
2731	38210	11-Aug-04	11-08-2004	11	8	August	2004
2732	38211	12-Aug-04	12-08-2004	12	8	August	2004
2733	38212	13-Aug-04	13-08-2004	13	8	August	2004
2734	38213	14-Aug-04	14-08-2004	14	8	August	2004
2735	38214	15-Aug-04	15-08-2004	15	8	August	2004
2736	38215	16-Aug-04	16-08-2004	16	8	August	2004
2737	38216	17-Aug-04	17-08-2004	17	8	August	2004
2738	38217	18-Aug-04	18-08-2004	18	8	August	2004
2739	38218	19-Aug-04	19-08-2004	19	8	August	2004
2740	38219	20-Aug-04	20-08-2004	20	8	August	2004
2741	38220	21-Aug-04	21-08-2004	21	8	August	2004
2742	38221	22-Aug-04	22-08-2004	22	8	August	2004
2743	38222	23-Aug-04	23-08-2004	23	8	August	2004
2744	38223	24-Aug-04	24-08-2004	24	8	August	2004
2745	38224	25-Aug-04	25-08-2004	25	8	August	2004
2746	38225	26-Aug-04	26-08-2004	26	8	August	2004
2747	38226	27-Aug-04	27-08-2004	27	8	August	2004
2748	38227	28-Aug-04	28-08-2004	28	8	August	2004
2749	38228	29-Aug-04	29-08-2004	29	8	August	2004
2750	38229	30-Aug-04	30-08-2004	30	8	August	2004
2751	38230	31-Aug-04	31-08-2004	31	8	August	2004
2761	38231	01-Sep-04	01-09-2004	1	9	September	2004
2762	38232	02-Sep-04	02-09-2004	2	9	September	2004
2763	38233	03-Sep-04	03-09-2004	3	9	September	2004
2764	38234	04-Sep-04	04-09-2004	4	9	September	2004
2765	38235	05-Sep-04	05-09-2004	5	9	September	2004
2766	38236	06-Sep-04	06-09-2004	6	9	September	2004
2767	38237	07-Sep-04	07-09-2004	7	9	September	2004
2768	38238	08-Sep-04	08-09-2004	8	9	September	2004
2769	38239	09-Sep-04	09-09-2004	9	9	September	2004
2770	38240	10-Sep-04	10-09-2004	10	9	September	2004
2771	38241	11-Sep-04	11-09-2004	11	9	September	2004
2772	38242	12-Sep-04	12-09-2004	12	9	September	2004
2773	38243	13-Sep-04	13-09-2004	13	9	September	2004
2774	38244	14-Sep-04	14-09-2004	14	9	September	2004
2775	38245	15-Sep-04	15-09-2004	15	9	September	2004
2776	38246	16-Sep-04	16-09-2004	16	9	September	2004
2777	38247	17-Sep-04	17-09-2004	17	9	September	2004
2778	38248	18-Sep-04	18-09-2004	18	9	September	2004
2779	38249	19-Sep-04	19-09-2004	19	9	September	2004
2780	38250	20-Sep-04	20-09-2004	20	9	September	2004
2781	38251	21-Sep-04	21-09-2004	21	9	September	2004
2782	38252	22-Sep-04	22-09-2004	22	9	September	2004
2783	38253	23-Sep-04	23-09-2004	23	9	September	2004
2784	38254	24-Sep-04	24-09-2004	24	9	September	2004
2785	38255	25-Sep-04	25-09-2004	25	9	September	2004
2786	38256	26-Sep-04	26-09-2004	26	9	September	2004
2787	38257	27-Sep-04	27-09-2004	27	9	September	2004
2788	38258	28-Sep-04	28-09-2004	28	9	September	2004
2789	38259	29-Sep-04	29-09-2004	29	9	September	2004
2790	38260	30-Sep-04	30-09-2004	30	9	September	2004
2801	38261	01-Oct-04	01-10-2004	1	10	October	2004
2802	38262	02-Oct-04	02-10-2004	2	10	October	2004
2803	38263	03-Oct-04	03-10-2004	3	10	October	2004
2804	38264	04-Oct-04	04-10-2004	4	10	October	2004
2805	38265	05-Oct-04	05-10-2004	5	10	October	2004
2806	38266	06-Oct-04	06-10-2004	6	10	October	2004
2807	38267	07-Oct-04	07-10-2004	7	10	October	2004
2808	38268	08-Oct-04	08-10-2004	8	10	October	2004
2809	38269	09-Oct-04	09-10-2004	9	10	October	2004
2810	38270	10-Oct-04	10-10-2004	10	10	October	2004
2811	38271	11-Oct-04	11-10-2004	11	10	October	2004
2812	38272	12-Oct-04	12-10-2004	12	10	October	2004
2813	38273	13-Oct-04	13-10-2004	13	10	October	2004
2814	38274	14-Oct-04	14-10-2004	14	10	October	2004
2815	38275	15-Oct-04	15-10-2004	15	10	October	2004
2816	38276	16-Oct-04	16-10-2004	16	10	October	2004
2817	38277	17-Oct-04	17-10-2004	17	10	October	2004
2818	38278	18-Oct-04	18-10-2004	18	10	October	2004
2819	38279	19-Oct-04	19-10-2004	19	10	October	2004
2820	38280	20-Oct-04	20-10-2004	20	10	October	2004
2821	38281	21-Oct-04	21-10-2004	21	10	October	2004
2822	38282	22-Oct-04	22-10-2004	22	10	October	2004
2823	38283	23-Oct-04	23-10-2004	23	10	October	2004
2824	38284	24-Oct-04	24-10-2004	24	10	October	2004
2825	38285	25-Oct-04	25-10-2004	25	10	October	2004
2826	38286	26-Oct-04	26-10-2004	26	10	October	2004
2827	38287	27-Oct-04	27-10-2004	27	10	October	2004
2828	38288	28-Oct-04	28-10-2004	28	10	October	2004
2829	38289	29-Oct-04	29-10-2004	29	10	October	2004
2830	38290	30-Oct-04	30-10-2004	30	10	October	2004
2831	38291	31-Oct-04	31-10-2004	31	10	October	2004
2841	38292	01-Nov-04	01-11-2004	1	11	November	2004
2842	38293	02-Nov-04	02-11-2004	2	11	November	2004
2843	38294	03-Nov-04	03-11-2004	3	11	November	2004
2844	38295	04-Nov-04	04-11-2004	4	11	November	2004
2845	38296	05-Nov-04	05-11-2004	5	11	November	2004
2846	38297	06-Nov-04	06-11-2004	6	11	November	2004
2847	38298	07-Nov-04	07-11-2004	7	11	November	2004
2848	38299	08-Nov-04	08-11-2004	8	11	November	2004
2849	38300	09-Nov-04	09-11-2004	9	11	November	2004
2850	38301	10-Nov-04	10-11-2004	10	11	November	2004
2851	38302	11-Nov-04	11-11-2004	11	11	November	2004
2852	38303	12-Nov-04	12-11-2004	12	11	November	2004
2853	38304	13-Nov-04	13-11-2004	13	11	November	2004
2854	38305	14-Nov-04	14-11-2004	14	11	November	2004
2855	38306	15-Nov-04	15-11-2004	15	11	November	2004
2856	38307	16-Nov-04	16-11-2004	16	11	November	2004
2857	38308	17-Nov-04	17-11-2004	17	11	November	2004
2858	38309	18-Nov-04	18-11-2004	18	11	November	2004
2859	38310	19-Nov-04	19-11-2004	19	11	November	2004
2860	38311	20-Nov-04	20-11-2004	20	11	November	2004
2861	38312	21-Nov-04	21-11-2004	21	11	November	2004
2862	38313	22-Nov-04	22-11-2004	22	11	November	2004
2863	38314	23-Nov-04	23-11-2004	23	11	November	2004
2864	38315	24-Nov-04	24-11-2004	24	11	November	2004
2865	38316	25-Nov-04	25-11-2004	25	11	November	2004
2866	38317	26-Nov-04	26-11-2004	26	11	November	2004
2867	38318	27-Nov-04	27-11-2004	27	11	November	2004
2868	38319	28-Nov-04	28-11-2004	28	11	November	2004
2869	38320	29-Nov-04	29-11-2004	29	11	November	2004
2870	38321	30-Nov-04	30-11-2004	30	11	November	2004
2881	38322	01-Dec-04	01-12-2004	1	12	December	2004
2882	38323	02-Dec-04	02-12-2004	2	12	December	2004
2883	38324	03-Dec-04	03-12-2004	3	12	December	2004
2884	38325	04-Dec-04	04-12-2004	4	12	December	2004
2885	38326	05-Dec-04	05-12-2004	5	12	December	2004
2886	38327	06-Dec-04	06-12-2004	6	12	December	2004
2887	38328	07-Dec-04	07-12-2004	7	12	December	2004
2888	38329	08-Dec-04	08-12-2004	8	12	December	2004
2889	38330	09-Dec-04	09-12-2004	9	12	December	2004
2890	38331	10-Dec-04	10-12-2004	10	12	December	2004
2891	38332	11-Dec-04	11-12-2004	11	12	December	2004
2892	38333	12-Dec-04	12-12-2004	12	12	December	2004
2893	38334	13-Dec-04	13-12-2004	13	12	December	2004
2894	38335	14-Dec-04	14-12-2004	14	12	December	2004
2895	38336	15-Dec-04	15-12-2004	15	12	December	2004
2896	38337	16-Dec-04	16-12-2004	16	12	December	2004
2897	38338	17-Dec-04	17-12-2004	17	12	December	2004
2898	38339	18-Dec-04	18-12-2004	18	12	December	2004
2899	38340	19-Dec-04	19-12-2004	19	12	December	2004
2900	38341	20-Dec-04	20-12-2004	20	12	December	2004
2901	38342	21-Dec-04	21-12-2004	21	12	December	2004
2902	38343	22-Dec-04	22-12-2004	22	12	December	2004
2903	38344	23-Dec-04	23-12-2004	23	12	December	2004
2904	38345	24-Dec-04	24-12-2004	24	12	December	2004
2905	38346	25-Dec-04	25-12-2004	25	12	December	2004
2906	38347	26-Dec-04	26-12-2004	26	12	December	2004
2907	38348	27-Dec-04	27-12-2004	27	12	December	2004
2908	38349	28-Dec-04	28-12-2004	28	12	December	2004
2909	38350	29-Dec-04	29-12-2004	29	12	December	2004
2910	38351	30-Dec-04	30-12-2004	30	12	December	2004
2911	38352	31-Dec-04	31-12-2004	31	12	December	2004
3041	38353	01-Jan-05	01-01-2005	1	1	January	2005
3042	38354	02-Jan-05	02-01-2005	2	1	January	2005
3043	38355	03-Jan-05	03-01-2005	3	1	January	2005
3044	38356	04-Jan-05	04-01-2005	4	1	January	2005
3045	38357	05-Jan-05	05-01-2005	5	1	January	2005
3046	38358	06-Jan-05	06-01-2005	6	1	January	2005
3047	38359	07-Jan-05	07-01-2005	7	1	January	2005
3048	38360	08-Jan-05	08-01-2005	8	1	January	2005
3049	38361	09-Jan-05	09-01-2005	9	1	January	2005
3050	38362	10-Jan-05	10-01-2005	10	1	January	2005
3051	38363	11-Jan-05	11-01-2005	11	1	January	2005
3052	38364	12-Jan-05	12-01-2005	12	1	January	2005
3053	38365	13-Jan-05	13-01-2005	13	1	January	2005
3054	38366	14-Jan-05	14-01-2005	14	1	January	2005
3055	38367	15-Jan-05	15-01-2005	15	1	January	2005
3056	38368	16-Jan-05	16-01-2005	16	1	January	2005
3057	38369	17-Jan-05	17-01-2005	17	1	January	2005
3058	38370	18-Jan-05	18-01-2005	18	1	January	2005
3059	38371	19-Jan-05	19-01-2005	19	1	January	2005
3060	38372	20-Jan-05	20-01-2005	20	1	January	2005
3061	38373	21-Jan-05	21-01-2005	21	1	January	2005
3062	38374	22-Jan-05	22-01-2005	22	1	January	2005
3063	38375	23-Jan-05	23-01-2005	23	1	January	2005
3064	38376	24-Jan-05	24-01-2005	24	1	January	2005
3065	38377	25-Jan-05	25-01-2005	25	1	January	2005
3066	38378	26-Jan-05	26-01-2005	26	1	January	2005
3067	38379	27-Jan-05	27-01-2005	27	1	January	2005
3068	38380	28-Jan-05	28-01-2005	28	1	January	2005
3069	38381	29-Jan-05	29-01-2005	29	1	January	2005
3070	38382	30-Jan-05	30-01-2005	30	1	January	2005
3071	38383	31-Jan-05	31-01-2005	31	1	January	2005
3081	38384	01-Feb-05	01-02-2005	1	2	February	2005
3082	38385	02-Feb-05	02-02-2005	2	2	February	2005
3083	38386	03-Feb-05	03-02-2005	3	2	February	2005
3084	38387	04-Feb-05	04-02-2005	4	2	February	2005
3085	38388	05-Feb-05	05-02-2005	5	2	February	2005
3086	38389	06-Feb-05	06-02-2005	6	2	February	2005
3087	38390	07-Feb-05	07-02-2005	7	2	February	2005
3088	38391	08-Feb-05	08-02-2005	8	2	February	2005
3089	38392	09-Feb-05	09-02-2005	9	2	February	2005
3090	38393	10-Feb-05	10-02-2005	10	2	February	2005
3091	38394	11-Feb-05	11-02-2005	11	2	February	2005
3092	38395	12-Feb-05	12-02-2005	12	2	February	2005
3093	38396	13-Feb-05	13-02-2005	13	2	February	2005
3094	38397	14-Feb-05	14-02-2005	14	2	February	2005
3095	38398	15-Feb-05	15-02-2005	15	2	February	2005
3096	38399	16-Feb-05	16-02-2005	16	2	February	2005
3097	38400	17-Feb-05	17-02-2005	17	2	February	2005
3098	38401	18-Feb-05	18-02-2005	18	2	February	2005
3099	38402	19-Feb-05	19-02-2005	19	2	February	2005
3100	38403	20-Feb-05	20-02-2005	20	2	February	2005
3101	38404	21-Feb-05	21-02-2005	21	2	February	2005
3102	38405	22-Feb-05	22-02-2005	22	2	February	2005
3103	38406	23-Feb-05	23-02-2005	23	2	February	2005
3104	38407	24-Feb-05	24-02-2005	24	2	February	2005
3105	38408	25-Feb-05	25-02-2005	25	2	February	2005
3106	38409	26-Feb-05	26-02-2005	26	2	February	2005
3107	38410	27-Feb-05	27-02-2005	27	2	February	2005
3108	38411	28-Feb-05	28-02-2005	28	2	February	2005
3121	38412	01-Mar-05	01-03-2005	1	3	March	2005
3122	38413	02-Mar-05	02-03-2005	2	3	March	2005
3123	38414	03-Mar-05	03-03-2005	3	3	March	2005
3124	38415	04-Mar-05	04-03-2005	4	3	March	2005
3125	38416	05-Mar-05	05-03-2005	5	3	March	2005
3126	38417	06-Mar-05	06-03-2005	6	3	March	2005
3127	38418	07-Mar-05	07-03-2005	7	3	March	2005
3128	38419	08-Mar-05	08-03-2005	8	3	March	2005
3129	38420	09-Mar-05	09-03-2005	9	3	March	2005
3130	38421	10-Mar-05	10-03-2005	10	3	March	2005
3131	38422	11-Mar-05	11-03-2005	11	3	March	2005
3132	38423	12-Mar-05	12-03-2005	12	3	March	2005
3133	38424	13-Mar-05	13-03-2005	13	3	March	2005
3134	38425	14-Mar-05	14-03-2005	14	3	March	2005
3135	38426	15-Mar-05	15-03-2005	15	3	March	2005
3136	38427	16-Mar-05	16-03-2005	16	3	March	2005
3137	38428	17-Mar-05	17-03-2005	17	3	March	2005
3138	38429	18-Mar-05	18-03-2005	18	3	March	2005
3139	38430	19-Mar-05	19-03-2005	19	3	March	2005
3140	38431	20-Mar-05	20-03-2005	20	3	March	2005
3141	38432	21-Mar-05	21-03-2005	21	3	March	2005
3142	38433	22-Mar-05	22-03-2005	22	3	March	2005
3143	38434	23-Mar-05	23-03-2005	23	3	March	2005
3144	38435	24-Mar-05	24-03-2005	24	3	March	2005
3145	38436	25-Mar-05	25-03-2005	25	3	March	2005
3146	38437	26-Mar-05	26-03-2005	26	3	March	2005
3147	38438	27-Mar-05	27-03-2005	27	3	March	2005
3148	38439	28-Mar-05	28-03-2005	28	3	March	2005
3149	38440	29-Mar-05	29-03-2005	29	3	March	2005
3150	38441	30-Mar-05	30-03-2005	30	3	March	2005
3151	38442	31-Mar-05	31-03-2005	31	3	March	2005
3161	38443	01-Apr-05	01-04-2005	1	4	April	2005
3162	38444	02-Apr-05	02-04-2005	2	4	April	2005
3163	38445	03-Apr-05	03-04-2005	3	4	April	2005
3164	38446	04-Apr-05	04-04-2005	4	4	April	2005
3165	38447	05-Apr-05	05-04-2005	5	4	April	2005
3166	38448	06-Apr-05	06-04-2005	6	4	April	2005
3167	38449	07-Apr-05	07-04-2005	7	4	April	2005
3168	38450	08-Apr-05	08-04-2005	8	4	April	2005
3169	38451	09-Apr-05	09-04-2005	9	4	April	2005
3170	38452	10-Apr-05	10-04-2005	10	4	April	2005
3171	38453	11-Apr-05	11-04-2005	11	4	April	2005
3172	38454	12-Apr-05	12-04-2005	12	4	April	2005
3173	38455	13-Apr-05	13-04-2005	13	4	April	2005
3174	38456	14-Apr-05	14-04-2005	14	4	April	2005
3175	38457	15-Apr-05	15-04-2005	15	4	April	2005
3176	38458	16-Apr-05	16-04-2005	16	4	April	2005
3177	38459	17-Apr-05	17-04-2005	17	4	April	2005
3178	38460	18-Apr-05	18-04-2005	18	4	April	2005
3179	38461	19-Apr-05	19-04-2005	19	4	April	2005
3180	38462	20-Apr-05	20-04-2005	20	4	April	2005
3181	38463	21-Apr-05	21-04-2005	21	4	April	2005
3182	38464	22-Apr-05	22-04-2005	22	4	April	2005
3183	38465	23-Apr-05	23-04-2005	23	4	April	2005
3184	38466	24-Apr-05	24-04-2005	24	4	April	2005
3185	38467	25-Apr-05	25-04-2005	25	4	April	2005
3186	38468	26-Apr-05	26-04-2005	26	4	April	2005
3187	38469	27-Apr-05	27-04-2005	27	4	April	2005
3188	38470	28-Apr-05	28-04-2005	28	4	April	2005
3189	38471	29-Apr-05	29-04-2005	29	4	April	2005
3190	38472	30-Apr-05	30-04-2005	30	4	April	2005
3201	38473	01-May-05	01-05-2005	1	5	May	2005
3202	38474	02-May-05	02-05-2005	2	5	May	2005
3203	38475	03-May-05	03-05-2005	3	5	May	2005
3204	38476	04-May-05	04-05-2005	4	5	May	2005
3205	38477	05-May-05	05-05-2005	5	5	May	2005
3206	38478	06-May-05	06-05-2005	6	5	May	2005
3207	38479	07-May-05	07-05-2005	7	5	May	2005
3208	38480	08-May-05	08-05-2005	8	5	May	2005
3209	38481	09-May-05	09-05-2005	9	5	May	2005
3210	38482	10-May-05	10-05-2005	10	5	May	2005
3211	38483	11-May-05	11-05-2005	11	5	May	2005
3212	38484	12-May-05	12-05-2005	12	5	May	2005
3213	38485	13-May-05	13-05-2005	13	5	May	2005
3214	38486	14-May-05	14-05-2005	14	5	May	2005
3215	38487	15-May-05	15-05-2005	15	5	May	2005
3216	38488	16-May-05	16-05-2005	16	5	May	2005
3217	38489	17-May-05	17-05-2005	17	5	May	2005
3218	38490	18-May-05	18-05-2005	18	5	May	2005
3219	38491	19-May-05	19-05-2005	19	5	May	2005
3220	38492	20-May-05	20-05-2005	20	5	May	2005
3221	38493	21-May-05	21-05-2005	21	5	May	2005
3222	38494	22-May-05	22-05-2005	22	5	May	2005
3223	38495	23-May-05	23-05-2005	23	5	May	2005
3224	38496	24-May-05	24-05-2005	24	5	May	2005
3225	38497	25-May-05	25-05-2005	25	5	May	2005
3226	38498	26-May-05	26-05-2005	26	5	May	2005
3227	38499	27-May-05	27-05-2005	27	5	May	2005
3228	38500	28-May-05	28-05-2005	28	5	May	2005
3229	38501	29-May-05	29-05-2005	29	5	May	2005
3230	38502	30-May-05	30-05-2005	30	5	May	2005
3231	38503	31-May-05	31-05-2005	31	5	May	2005
3241	38504	01-Jun-05	01-06-2005	1	6	June	2005
3242	38505	02-Jun-05	02-06-2005	2	6	June	2005
3243	38506	03-Jun-05	03-06-2005	3	6	June	2005
3244	38507	04-Jun-05	04-06-2005	4	6	June	2005
3245	38508	05-Jun-05	05-06-2005	5	6	June	2005
3246	38509	06-Jun-05	06-06-2005	6	6	June	2005
3247	38510	07-Jun-05	07-06-2005	7	6	June	2005
3248	38511	08-Jun-05	08-06-2005	8	6	June	2005
3249	38512	09-Jun-05	09-06-2005	9	6	June	2005
3250	38513	10-Jun-05	10-06-2005	10	6	June	2005
3251	38514	11-Jun-05	11-06-2005	11	6	June	2005
3252	38515	12-Jun-05	12-06-2005	12	6	June	2005
3253	38516	13-Jun-05	13-06-2005	13	6	June	2005
3254	38517	14-Jun-05	14-06-2005	14	6	June	2005
3255	38518	15-Jun-05	15-06-2005	15	6	June	2005
3256	38519	16-Jun-05	16-06-2005	16	6	June	2005
3257	38520	17-Jun-05	17-06-2005	17	6	June	2005
3258	38521	18-Jun-05	18-06-2005	18	6	June	2005
3259	38522	19-Jun-05	19-06-2005	19	6	June	2005
3260	38523	20-Jun-05	20-06-2005	20	6	June	2005
3261	38524	21-Jun-05	21-06-2005	21	6	June	2005
3262	38525	22-Jun-05	22-06-2005	22	6	June	2005
3263	38526	23-Jun-05	23-06-2005	23	6	June	2005
3264	38527	24-Jun-05	24-06-2005	24	6	June	2005
3265	38528	25-Jun-05	25-06-2005	25	6	June	2005
3266	38529	26-Jun-05	26-06-2005	26	6	June	2005
3267	38530	27-Jun-05	27-06-2005	27	6	June	2005
3268	38531	28-Jun-05	28-06-2005	28	6	June	2005
3269	38532	29-Jun-05	29-06-2005	29	6	June	2005
3270	38533	30-Jun-05	30-06-2005	30	6	June	2005
3281	38534	01-Jul-05	01-07-2005	1	7	July	2005
3282	38535	02-Jul-05	02-07-2005	2	7	July	2005
3283	38536	03-Jul-05	03-07-2005	3	7	July	2005
3284	38537	04-Jul-05	04-07-2005	4	7	July	2005
3285	38538	05-Jul-05	05-07-2005	5	7	July	2005
3286	38539	06-Jul-05	06-07-2005	6	7	July	2005
3287	38540	07-Jul-05	07-07-2005	7	7	July	2005
3288	38541	08-Jul-05	08-07-2005	8	7	July	2005
3289	38542	09-Jul-05	09-07-2005	9	7	July	2005
3290	38543	10-Jul-05	10-07-2005	10	7	July	2005
3291	38544	11-Jul-05	11-07-2005	11	7	July	2005
3292	38545	12-Jul-05	12-07-2005	12	7	July	2005
3293	38546	13-Jul-05	13-07-2005	13	7	July	2005
3294	38547	14-Jul-05	14-07-2005	14	7	July	2005
3295	38548	15-Jul-05	15-07-2005	15	7	July	2005
3296	38549	16-Jul-05	16-07-2005	16	7	July	2005
3297	38550	17-Jul-05	17-07-2005	17	7	July	2005
3298	38551	18-Jul-05	18-07-2005	18	7	July	2005
3299	38552	19-Jul-05	19-07-2005	19	7	July	2005
3300	38553	20-Jul-05	20-07-2005	20	7	July	2005
3301	38554	21-Jul-05	21-07-2005	21	7	July	2005
3302	38555	22-Jul-05	22-07-2005	22	7	July	2005
3303	38556	23-Jul-05	23-07-2005	23	7	July	2005
3304	38557	24-Jul-05	24-07-2005	24	7	July	2005
3305	38558	25-Jul-05	25-07-2005	25	7	July	2005
3306	38559	26-Jul-05	26-07-2005	26	7	July	2005
3307	38560	27-Jul-05	27-07-2005	27	7	July	2005
3308	38561	28-Jul-05	28-07-2005	28	7	July	2005
3309	38562	29-Jul-05	29-07-2005	29	7	July	2005
3310	38563	30-Jul-05	30-07-2005	30	7	July	2005
3311	38564	31-Jul-05	31-07-2005	31	7	July	2005
3321	38565	01-Aug-05	01-08-2005	1	8	August	2005
3322	38566	02-Aug-05	02-08-2005	2	8	August	2005
3323	38567	03-Aug-05	03-08-2005	3	8	August	2005
3324	38568	04-Aug-05	04-08-2005	4	8	August	2005
3325	38569	05-Aug-05	05-08-2005	5	8	August	2005
3326	38570	06-Aug-05	06-08-2005	6	8	August	2005
3327	38571	07-Aug-05	07-08-2005	7	8	August	2005
3328	38572	08-Aug-05	08-08-2005	8	8	August	2005
3329	38573	09-Aug-05	09-08-2005	9	8	August	2005
3330	38574	10-Aug-05	10-08-2005	10	8	August	2005
3331	38575	11-Aug-05	11-08-2005	11	8	August	2005
3332	38576	12-Aug-05	12-08-2005	12	8	August	2005
3333	38577	13-Aug-05	13-08-2005	13	8	August	2005
3334	38578	14-Aug-05	14-08-2005	14	8	August	2005
3335	38579	15-Aug-05	15-08-2005	15	8	August	2005
3336	38580	16-Aug-05	16-08-2005	16	8	August	2005
3337	38581	17-Aug-05	17-08-2005	17	8	August	2005
3338	38582	18-Aug-05	18-08-2005	18	8	August	2005
3339	38583	19-Aug-05	19-08-2005	19	8	August	2005
3340	38584	20-Aug-05	20-08-2005	20	8	August	2005
3341	38585	21-Aug-05	21-08-2005	21	8	August	2005
3342	38586	22-Aug-05	22-08-2005	22	8	August	2005
3343	38587	23-Aug-05	23-08-2005	23	8	August	2005
3344	38588	24-Aug-05	24-08-2005	24	8	August	2005
3345	38589	25-Aug-05	25-08-2005	25	8	August	2005
3346	38590	26-Aug-05	26-08-2005	26	8	August	2005
3347	38591	27-Aug-05	27-08-2005	27	8	August	2005
3348	38592	28-Aug-05	28-08-2005	28	8	August	2005
3349	38593	29-Aug-05	29-08-2005	29	8	August	2005
3350	38594	30-Aug-05	30-08-2005	30	8	August	2005
3351	38595	31-Aug-05	31-08-2005	31	8	August	2005
3361	38596	01-Sep-05	01-09-2005	1	9	September	2005
3362	38597	02-Sep-05	02-09-2005	2	9	September	2005
3363	38598	03-Sep-05	03-09-2005	3	9	September	2005
3364	38599	04-Sep-05	04-09-2005	4	9	September	2005
3365	38600	05-Sep-05	05-09-2005	5	9	September	2005
3366	38601	06-Sep-05	06-09-2005	6	9	September	2005
3367	38602	07-Sep-05	07-09-2005	7	9	September	2005
3368	38603	08-Sep-05	08-09-2005	8	9	September	2005
3369	38604	09-Sep-05	09-09-2005	9	9	September	2005
3370	38605	10-Sep-05	10-09-2005	10	9	September	2005
3371	38606	11-Sep-05	11-09-2005	11	9	September	2005
3372	38607	12-Sep-05	12-09-2005	12	9	September	2005
3373	38608	13-Sep-05	13-09-2005	13	9	September	2005
3374	38609	14-Sep-05	14-09-2005	14	9	September	2005
3375	38610	15-Sep-05	15-09-2005	15	9	September	2005
3376	38611	16-Sep-05	16-09-2005	16	9	September	2005
3377	38612	17-Sep-05	17-09-2005	17	9	September	2005
3378	38613	18-Sep-05	18-09-2005	18	9	September	2005
3379	38614	19-Sep-05	19-09-2005	19	9	September	2005
3380	38615	20-Sep-05	20-09-2005	20	9	September	2005
3381	38616	21-Sep-05	21-09-2005	21	9	September	2005
3382	38617	22-Sep-05	22-09-2005	22	9	September	2005
3383	38618	23-Sep-05	23-09-2005	23	9	September	2005
3384	38619	24-Sep-05	24-09-2005	24	9	September	2005
3385	38620	25-Sep-05	25-09-2005	25	9	September	2005
3386	38621	26-Sep-05	26-09-2005	26	9	September	2005
3387	38622	27-Sep-05	27-09-2005	27	9	September	2005
3388	38623	28-Sep-05	28-09-2005	28	9	September	2005
3389	38624	29-Sep-05	29-09-2005	29	9	September	2005
3390	38625	30-Sep-05	30-09-2005	30	9	September	2005
3401	38626	01-Oct-05	01-10-2005	1	10	October	2005
3402	38627	02-Oct-05	02-10-2005	2	10	October	2005
